ItemCode,ItemName,English,French,English_(UK)
P127551I,Fregadero 1200x700 1c/1e I 500x500x300 izquierda,Sink 1200x700 1c / 1e I 500x500x300 left,Évier 1200x700 1c / 1e I 500x500x300 gauche,
P1275520,Fregadero 1200x700 2c  500x500x300,Sink 1200x700 2c 500x500x300,Lavabo 1200x700 2c 500x500x300,
P136551D,Fregadero 1300x600 1c/1e Derecha 500x400x300,Sink 1300x600 1c / 1e Right 500x400x300,Lavabo 1300x600 1c / 1e Droit 500x400x300,
P136551I,Fregadero 1300x600 1c/1e Izquierda 500x400x300,Sink 1300x600 1c / 1e Left 500x400x300,Lavabo 1300x600 1c / 1e Gauche 500x400x300,
P1365520,fregadero 1300x600 2c 500x500x300,sink 1300x600 2c 500x500x300,évier 1300x600 2c 500x500x300,
P136651I,fregadero 1300x600,sink 1300x600,évier 1300x600,
P137551D,fregadero 1300x700 1c/1e D 600x500x300,sink 1300x700 1c / 1e D 600x500x300,évier 1300x700 1c / 1e D 600x500x300,
P137551I,fregadero 1300x700 1c/1e 600x500x300,sink 1300x700 1c / 1e 600x500x300,évier 1300x700 1c / 1e 600x500x300,
p137552d,,Sink 1400x600 2c / 1e D 400x400x250 right,Lavabo 1400x600 2c / 1e D 400x400x250 droite,
P145542D,fregadero 1400x550 2c/1e D 400x400x200,,,
P145542I,fregadero 1400x550 2c/1e I 400x400x200,,,
P145544D,fregadero 1400x550 1c/1e D 400x400x200,sink 1400x550 1c / 1e D 400x400x200,évier 1400x550 1c / 1e D 400x400x200,
P145544I,fregadero 1400x550 1c/1e I 400x400x200,sink 1400x550 1c / 1e I 400x400x200,évier 1400x550 1c / 1e I 400x400x200,
P146442D,Fregadero 1400x600 2c/1e D 400x400x250 derecha,Sink 1400x600 2c / 1e D 400x400x250 right,Lavabo 1400x600 2c / 1e D 400x400x250 droite,
P146442I,Fregadero 1400x600 2c/1e I 400x400x250 izquierda,Sink 1400x600 2c / 1e I 400x400x250 left,Lavabo 1400x600 2c / 1e I 400x400x250 gauche,
P146541D,Fregadero 1400x600 1c/1e D 500x400x250 derecha,Sink 1400x600 1c / 1e D 500x400x250 right,Lavabo 1400x600 1c / 1e D 500x400x250 droite,
P146541I,Fregadero 1400x600 1c/1e I 500x400x250,Sink 1400x600 1c / 1e I 500x400x250,Lavabo 1400x600 1c / 1e I 500x400x250,
P1471250,Fregadero 1400x700 1c 1160x500x380,Sink 1400x700 1c 1160x500x380,Lavabo 1400x700 1c 1160x500x380,
P147651D,Fregadero 1400x700 1c/1e D 600x500x300,Sink 1400x700 1c / 1e D 600x500x300,Lavabo 1400x700 1c / 1e D 600x500x300,
P147651I,Fregadero 1400x700 1c/1e I 600x500x300 izquierda,Sink 1400x700 1c / 1e I 600x500x300 left,Évier 1400x700 1c / 1e I 600x500x300 gauche,
P1476520,Fregadero 1400x700 2c  600x500x300,Sink 1400x700 2c 600x500x300,Lavabo 1400x700 2c 600x500x300,
P166542D,Fregadero 1600x600 2c/1e D 500x400x250,Sink 1600x600 2c / 1e D 500x400x250,Lavabo 1600x600 2c / 1e D 500x400x250,
P166542I,Fregadero 1600x600 2c/1e I 500x400x250,Sink 1600x600 2c / 1e I 500x400x250,Lavabo 1600x600 2c / 1e I 500x400x250,
P167552D,Fregadero 1600x700 2c/1e D 500x500x300,Sink 1600x700 2c / 1e D 500x500x300,Lavabo 1600x700 2c / 1e D 500x500x300,
P167552I,Fregadero 1600x700 2c/1e I 500x500x300,Sink 1600x700 2c / 1e I 500x500x300,Lavabo 1600x700 2c / 1e I 500x500x300,
P167851D,Fregadero 1600x700 1c/1e D 860x500x380 derecha,Sink 1600x700 1c / 1e D 860x500x380 right,Lavabo 1600x700 1c / 1e D 860x500x380 droite,
P167851I,Fregadero 1600x700 1c/1e I 860x500x380,Sink 1600x700 1c / 1e I 860x500x380,Lavabo 1600x700 1c / 1e I 860x500x380,
P186542D,Fregadero 1800x600 2c/1e D 500x400x300,Sink 1800x600 2c / 1e D 500x400x300,Lavabo 1800x600 2c / 1e D 500x400x300,
P186542I,Fregadero 1800x600 2c/1e I 500x400x300,Sink 1800x600 2c / 1e I 500x400x300,Lavabo 1800x600 2c / 1e I 500x400x300,
P187151D,Fregadero 1800x700 1c/1e D 1160x500x380,Sink 1800x700 1c / 1e D 1160x500x380,Lavabo 1800x700 1c / 1e D 1160x500x380,
P187151I,Fregadero 1800x700 1c/1e I 1160x500x380,Sink 1800x700 1c / 1e I 1160x500x380,Lavabo 1800x700 1c / 1e I 1160x500x380,
P187552D,Fregadero 1800x700 2c/1e D 500x500x300 derecha,Sink 1800x700 2c / 1e D 500x500x300 right,Lavabo 1800x700 2c / 1e D 500x500x300 droite,
P187552I,Fregadero 1800x700 2c/1e I 500x500x300,Sink 1800x700 2c / 1e I 500x500x300,Lavabo 1800x700 2c / 1e I 500x500x300,
P1875530,fregadero 1800x700 3c 500x500x300,sink 1800x700 3c 500x500x300,évier 1800x700 3c 500x500x300,
P1878520,Fregadero 1800x700 2c 800x500x400,Sink 1800x700 2c 800x500x400,Lavabo 1800x700 2c 800x500x400,
P2065420,Fregadero 2000x600 2c/2e  500x400x250,Sink 2000x600 2c / 2e 500x400x250,Lavabo 2000x600 2c / 2e 500x400x250,
P207151D,fregadero 2000x700 1c/1e D 1160x500x380,sink 2000x700 1c / 1e D 1160x500x380,évier 2000x700 1c / 1e D 1160x500x380,
P207151I,fregadero 2000x700 1c/1e I 1160x500x380,sink 2000x700 1c / 1e I 1160x500x380,évier 2000x700 1c / 1e I 1160x500x380,
P207652D,fregadero 2000x700,sink 2000x700,évier 2000x700,
P207652I,fregadero 2000x700,sink 2000x700,évier 2000x700,
P217652D,Fregadero 2000x700 2c/1e D 600x500x300 derecha,Sink 2000x700 2c / 1e D 600x500x300 right,Lavabo 2000x700 2c / 1e D 600x500x300 droite,
P217652I,Fregadero 2000x700 2c/1e I 600x500x300 izquierda,Sink 2000x700 2c / 1e I 600x500x300 left,Lavabo 2000x700 2c / 1e I 600x500x300 gauche,
P2276522,fregadero 2200x700,2200x700 sink,Évier 2200x700,
P2576522,Fregadero 2200x700 2c/2e 600x500x300,Sink 2200x700 2c / 2e 600x500x300,Lavabo 2200x700 2c / 2e 600x500x300,
PALFU127,Jaula para Vitrina abierta encastrable FUMIGADA,Cage for FUMIGATED recessed open showcase,Cage pour vitrine ouverte encastrée FUMIGÉE,
PALFU252,Palet madera para muebles de 2800 FUMIGADO,2800 FUMIGATED wooden pallet for furniture,2800 palette en bois FUMIGÉE pour meubles,
PALFUM12,Palet madera FUMIGADO 2130x770 para muebles 2000x600 / 2000x700,FUMIGATED wooden pallet 2130x770 for furniture 2000x600 / 2000x700,Palette bois FUMIGÉE 2130x770 pour meuble 2000x600 / 2000x700,
PALFUM15,PALET FUMIGADO,Treated Pallets following rule NIMF-15,,
PALFUM50,Palet madera FUMIGADO 1130x770 para muebles de 1000,FUMIGATED wooden pallet 1130x770 for furniture of 1000,Palette bois FUMIGÉE 1130x770 pour meuble de 1000,
PALFUM51,Palet madera FUMIGADO 1330x770 para muebles de 1200,FUMIGATED wooden pallet 1330x770 for 1200 furniture,Palette bois FUMIGÉE 1330x770 pour 1200 meubles,
PALFUM52,Palet madera FUMIGADO 1550x770 para muebles de 1400,FUMIGATED wooden pallet 1550x770 for furniture of 1400,Palette bois FUMIGÉE 1550x770 pour meuble de 1400,
PALFUM53,Palet madera FUMIGADO 1730x770 para muebles de 1600,FUMIGATED wooden pallet 1730x770 for 1600 furniture,Palette bois FUMIGÉE 1730x770 pour meuble 1600,
PALFUM72,Palet madera con 4 tacos FUMIGADO para ACR-1 (940x770),Wooden pallet with 4 blocks FUMIGADO for ACR-1 (940x770),Palette en bois avec 4 blocs FUMIGADO pour ACR-1 (940x770),
PALFUM73,Palet madera con 4 tacos FUMIGADO para ACR-2 (1540x870),Wooden pallet with 4 blocks FUMIGADO for ACR-2 (1540x870),Palette en bois avec 4 blocs FUMIGADO pour ACR-2 (1540x870),
PALFUM74,Palet madera FUMIGADO para Vitrina (1730x825) NOU PLANO,FUMIGATED wooden pallet for Showcase (1730x825) NOU PLANO,Palette bois FUMIGÉE pour Vitrine (1730x825) NOU PLANO,
PALFUM82,Palet madera FUMIGADO 6 GN (2400x800),FUMIGATED wooden pallet 6 GN (2400x800),Palette bois FUMIGÉE 6 GN (2400x800),
PBC002GN,Soporte con luz halógena y calor cerámica 2GN directo sobre buffet Largo 880mm,Support with halogen and ceramic 2GN 1/1 for buffet assembly,Support avec éclariage et chauffage 2GN 1/1 pour montage sur le Buffet,
PBC003GN,Soporte con luz halógena y calor cerámica 3GN directo sobre buffet Largo 1210mm,Support with halogen and ceramic 3GN 1/1 for buffet assembly,Support avec éclariage et chauffage 3GN 1/1 pour montage sur le Buffet,
PBC004GN,Soporte con luz halógena y calor cerámica 4GN directo sobre buffet Largo 1540mm,Support with halogen and ceramic 4GN 1/1 for buffet assembly,Support avec éclariage et chauffage 4GN 1/1 pour montage sur le Buffet,
PBC005GN,Soporte con luz halógena y calor cerámica 5GN directo sobre buffet Largo 1870mm,Support with halogen and ceramic 5GN 1/1 for buffet assembly,Support avec éclariage et chauffage 5GN 1/1 pour montage sur le Buffet,
PBC006GN,Soporte con luz halógena y calor cerámica 6GN directo sobre buffet Largo 2200mm,Support with halogen and ceramic 6GN 1/1 for buffet assembly,Support avec éclariage et chauffage 6GN 1/1 pour montage sur le Buffet,
PBC102GN,Soporte con luz halógena y calor cerámica 2GN directo sobre buffet Largo 860mm,Support with halogen light and ceramic heat 2GN 1/1 direct on buffet,Support avec lumière halogène et chauffage céramique 2GN 1/1 direct sur buffet,
PBC103GN,Soporte con luz halógena y calor cerámica 3GN directo sobre buffet Largo 1190mm,Support with halogen light and 3GN 1/1 ceramic heat direct on buffet,Support avec lumière halogène et chauffage céramique 3GN 1/1 directement sur buffet,
PBC104GN,Soporte con luz halógena y calor cerámica 4GN directo sobre buffet Largo 1520mm,Support with halogen light and 4GN 1/1 ceramic heat direct on buffet,Support avec éclairage halogène et chauffage céramique 4GN 1/1 directement sur buffet,
PBC105GN,Soporte con luz halógena y calor cerámica 5GN directo sobre buffet Largo 1850mm,Support with halogen light and ceramic heat 5GN 1/1 direct on buffet,Support avec lumière halogène et chauffage céramique 5GN 1/1 direct sur buffet,
PBC106GN,Soporte con luz halógena y calor cerámica 6GN directo sobre buffet Largo 2170mm,Support with halogen light and ceramic heat 6GN 1/1 direct on buffet,Support avec lumière halogène et chauffage céramique 6GN 1/1 direct sur buffet,
PBCI02GN,Soporte inclinado con luz halógena y calor cerámica 2GN directo sobre buffet Largo 880mm,Sloped support with halogen and ceramic 2GN 1/1 for buffet assembly,Support incliné avec éclariage et chauffage 2GN 1/1 pour montage sur le Buffet,
PBCI03GN,Soporte inclinado con luz halógena y calor cerámica 3GN directo sobre buffet Largo 1210mm,Sloped support with halogen and ceramic 3GN 1/1 for buffet assembly,Support incliné avec éclariage et chauffage 3GN 1/1 pour montage sur le Buffet,
PBCI04GN,Soporte inclinado con luz halógena y calor cerámica 4GN directo sobre buffet Largo 1540mm,Sloped support with halogen and ceramic 4GN 1/1 for buffet assembly,Support incliné avec éclariage et chauffage 4GN 1/1 pour montage sur le Buffet,
PBCI05GN,Soporte inclinado con luz halógena y calor cerámica 5GN directo sobre buffet Largo 1870mm,Sloped support with halogen and ceramic 5GN 1/1 for buffet assembly,Support incliné avec éclariage et chauffage 5GN 1/1 pour montage sur le Buffet,
PBCI06GN,Soporte inclinado con luz halógena y calor cerámica 6GN directo sobre buffet Largo 2200mm,Sloped support with halogen and ceramic 6GN 1/1 for buffet assembly,Support incliné avec éclariage et chauffage 6GN 1/1 pour montage sur le Buffet,
PBCI12GN,Soporte inclinado con luz halógena y calor cerámica 2GN directo sobre buffet Largo 860mm,Inclined support with halogen light and ceramic heat 2GN 1/1 direct on buffet,Support incliné avec éclairage halogène et chauffage céramique 2GN 1/1 direct sur buffet,
PBCI13GN,Soporte inclinado con luz halógena y calor cerámica 3GN directo sobre buffet Largo 1190mm,Inclined support with halogen light and 3GN 1/1 ceramic heat direct on buffet,Support incliné avec éclairage halogène et chauffage céramique 3GN 1/1 directement sur buffet,
PBCI14GN,Soporte inclinado con luz halógena y calor cerámica 4GN directo sobre buffet Largo 1520mm,Inclined support with halogen light and 4GN 1/1 ceramic heat direct on buffet,Support incliné avec éclairage halogène et chauffage céramique 4GN 1/1 directement sur buffet,
PBCI15GN,Soporte inclinado con luz halógena y calor cerámica 5GN directo sobre buffet Largo 1850mm,Inclined support with halogen light and ceramic heat 5GN 1/1 direct on buffet,Support incliné avec lumière halogène et chauffage céramique 5GN 1/1 direct sur buffet,
PBCI16GN,Soporte inclinado con luz halógena y calor cerámica 6GN directo sobre buffet Largo 2170mm,Inclined support with halogen light and ceramic heat 6GN 1/1 direct on buffet,Support incliné avec lumière halogène et chauffage céramique 6GN 1/1 direct sur buffet,
PBL002GN,Soporte con luz led 2GN 1/1 directo sobre buffet Largo 880mm,Support with LED 2GN 1/1 for for buffet assembly,Support avec éclariage LED 2GN 1/1 pour montage sur le Buffet,
PBL003GN,Soporte con luz led 3GN 1/1 directo sobre buffet Largo 1210mm,Support with LED 3GN 1/1 for for buffet assembly,Support avec éclariage LED 3GN 1/1 pour montage sur le Buffet,
PBL004GN,Soporte con luz led 4GN 1/1 directo sobre buffet Largo 1540mm,Support with LED 4GN 1/1 for for buffet assembly,Support avec éclariage LED 4GN 1/1 pour montage sur le Buffet,
PBL005GN,Soporte con luz led 5GN 1/1 directo sobre buffet Largo 1870mm,Support with LED 5GN 1/1 for for buffet assembly,Support avec éclariage LED 5GN 1/1 pour montage sur le Buffet,
PBL006GN,Soporte con luz led 6GN 1/1 directo sobre buffet Largo 2200mm,Support with LED 6GN 1/1 for for buffet assembly,Support avec éclariage LED 6GN 1/1 pour montage sur le Buffet,
PBL102GN,Soporte con luz led 2GN directo sobre buffet  Largo 860mm,Stand with 2GN 1/1 led light direct on buffet,Stand avec éclairage led 2GN 1/1 direct sur buffet,
PBL103GN,Soporte con luz led 3GN directo sobre buffet  Largo 1190mm,Support with LED light 3GN 1/1 direct on buffet,Support avec éclairage LED 3GN 1/1 direct sur buffet,
PBL104GN,Soporte con luz led 4GN directo sobre buffet  Largo 1520mm,Support with LED light 4GN 1/1 direct on buffet,Support avec éclairage LED 4GN 1/1 direct sur buffet,
PBL105GN,Soporte con luz led 5GN directo sobre buffet  Largo 1850mm,Stand with 5GN 1/1 led light direct on buffet,Stand avec éclairage led 5GN 1/1 direct sur buffet,
PBL106GN,Soporte con luz led 6GN directo sobre buffet  Largo 2170mm,Stand with 6GN 1/1 led light direct on buffet,Support avec éclairage led 6GN 1/1 direct sur buffet,
PBLI02GN,Soporte inclinado con luz led 2GN 1/1 directo sobre buffet Largo 880mm,Sloped support with LED 2GN 1/1 for buffet assembly,Support incliné avec éclariage LED 2GN 1/1 pour montage sur le Buffet,
PBLI03GN,Soporte inclinado con luz led 3GN 1/1 directo sobre buffet Largo 1210mm,Sloped support with LED 3GN 1/1 for buffet assembly,Support incliné avec éclariage LED 3GN 1/1 pour montage sur le Buffet,
PBLI04GN,Soporte inclinado con luz led 4GN 1/1 directo sobre buffet Largo 1540mm,Sloped support with LED 4GN 1/1 for buffet assembly,Support incliné avec éclariage LED 4GN 1/1 pour montage sur le Buffet,
PBLI05GN,Soporte inclinado con luz led 5GN 1/1 directo sobre buffet Largo 1870mm,Sloped support with LED 5GN 1/1 for buffet assembly,Support incliné avec éclariage LED 5GN 1/1 pour montage sur le Buffet,
PBLI06GN,Soporte inclinado con luz led 6GN 1/1 directo sobre buffet Largo 2200mm,Sloped support with LED 6GN 1/1 for buffet assembly,Support incliné avec éclariage LED 6GN 1/1 pour montage sur le Buffet,
PBLI12GN,Soporte inclinado con luz led 2GN directo sobre buffet  Largo 860mm,Inclined support with 2GN 1/1 led light direct on buffet,Support incliné avec éclairage led 2GN 1/1 direct sur buffet,
PBLI13GN,Soporte inclinado con luz led 3GN directo sobre buffet  Largo 1190mm,Inclined support with led light 3GN 1/1 direct on buffet,Support incliné avec éclairage led 3GN 1/1 direct sur buffet,
PBLI14GN,Soporte inclinado con luz led 4GN directo sobre buffet  Largo 1520mm,Inclined support with LED light 4GN 1/1 direct on buffet,Support incliné avec éclairage LED 4GN 1/1 direct sur buffet,
PBLI15GN,Soporte inclinado con luz led 5GN directo sobre buffet  Largo 1850mm,Inclined support with led light 5GN 1/1 direct on buffet,Support incliné avec éclairage led 5GN 1/1 direct sur buffet,
PBLI16GN,Soporte inclinado con luz led 6GN directo sobre buffet  Largo 2170mm,Inclined support with 6GN 1/1 led light direct on buffet,Support incliné avec éclairage led 6GN 1/1 direct sur buffet,
PBN002GN,Soporte neutro 2GN 1/1 directo sobre buffet Largo 880mm,Neutral support 2GN 1/1 for buffet assembly,Support neutre 2GN 1/1 pour montage sur le Buffet,
PBN003GN,Soporte neutro 3GN 1/1 directo sobre buffet Largo 1210mm,Neutral support 3GN 1/1 for buffet assembly,Support neutre 3GN 1/1 pour montage sur le Buffet,
PBN004GN,Soporte neutro 4GN 1/1 directo sobre buffet Largo 1540mm,Neutral support 4GN 1/1 for buffet assembly,Support neutre 4GN 1/1 pour montage sur le Buffet,
PBN005GN,Soporte neutro 5GN 1/1 directo sobre buffet Largo 1870mm,Neutral support 5GN 1/1 for for buffet assembly,Support neutre 5GN 1/1 pour montage sur le Buffet,
PBN006GN,Soporte neutro 6GN 1/1 directo sobre buffet Largo 2200mm,Neutral support 6GN 1/1 forfor buffet assembly,Support neutre 6GN 1/1 pour montage sur le Buffet,
PBN102GN,Soporte neutro 2GN directo sobre buffet  Largo 860mm,Neutral support 2GN 1/1 direct on buffet,Support neutre 2GN 1/1 direct sur buffet,
PBN103GN,Soporte neutro 3GN directo sobre buffet  Largo 1190mm,Neutral support 3GN 1/1 direct on buffet,Support neutre 3GN 1/1 direct sur buffet,
PBN104GN,Soporte neutro 4GN directo sobre buffet  Largo 1520mm,Neutral support 4GN 1/1 direct on buffet,Support neutre 4GN 1/1 direct sur buffet,
PBN105GN,Soporte neutro 5GN directo sobre buffet  Largo 1850mm,Neutral support 5GN 1/1 direct on buffet,Support neutre 5GN 1/1 direct sur buffet,
PBN106GN,Soporte neutro 6GN directo sobre buffet  Largo 2170mm,Neutral support 6GN 1/1 direct on buffet (2170mm length),Support neutre 6GN 1/1 direct sur buffet (2170mm longueur),
PBNI02GN,Soporte inclinado neutro 2GN 1/1 directo sobre buffet Largo 880mm,Neutral sloped support 2GN 1/1 for buffet assembly,Support incliné neutre 2GN 1/1 pour montage sur le Buffet,
PBNI03GN,Soporte inclinado neutro 3GN 1/1 directo sobre buffet Largo 1210mm,Neutral sloped support 3GN 1/1 for buffet assembly,Support incliné neutre 3GN 1/1 pour montage sur le Buffet,
PBNI04GN,Soporte inclinado neutro 4GN 1/1 directo sobre buffet Largo 1540mm,Neutral sloped support 4GN 1/1 for buffet assembly,Support incliné neutre 4GN 1/1 pour montage sur le Buffet,
PBNI05GN,Soporte inclinado neutro 5GN 1/1 directo sobre buffet Largo 1870mm,Neutral sloped support 5GN 1/1 for buffet assembly,Support incliné neutre 5GN 1/1 pour montage sur le Buffet,
PBNI06GN,Soporte inclinado neutro 6GN 1/1 directo sobre buffet Largo 2200mm,Neutral sloped support 6GN 1/1 for buffet assembly,Support incliné neutre 6GN 1/1 pour montage sur le Buffet,
PBNI12GN,Soporte inclinado neutro 2GN directo sobre buffet  Largo 860mm,Neutral inclined support 2GN 1/1 direct on buffet,Support incliné neutre 2GN 1/1 direct sur buffet,
PBNI13GN,Soporte inclinado neutro 3GN directo sobre buffet  Largo 1190mm,Neutral inclined support 3GN 1/1 direct on buffet,Support incliné neutre 3GN 1/1 direct sur buffet,
PBNI14GN,Soporte inclinado neutro 4GN directo sobre buffet  Largo 1520mm,Neutral inclined support 4GN 1/1 direct on buffet,Support incliné neutre 4GN 1/1 direct sur buffet,
PBNI15GN,Soporte inclinado neutro 5GN directo sobre buffet  Largo 1850mm,Neutral inclined support 5GN 1/1 direct on buffet,Support incliné neutre 5GN 1/1 direct sur buffet,
PBNI16GN,Soporte inclinado neutro 6GN directo sobre buffet  Largo 2170mm,Neutral inclined support 6GN 1/1 direct on buffet,Support incliné neutre 6GN 1/1 direct sur buffet,
PCHGA003,"Chapa acero galvanizado 3000x1500x1,0 mm",Galvanized steel sheet 3000x1500x1.0 mm,Tôle d'acier galvanisé 3000x1500x1.0 mm,
PCHGA004,"Chapa acero galvanizado 3000x1500x1,5 mm",Galvanized steel sheet 3000x1500x1.5 mm,"Tôle d'acier galvanisé 3000x1500x1,5 mm",
PCHGA008,"Chapa de acero galvanizado 3000x1500x2,5mm",Galvanized steel sheet 3000x1500x2.5mm,Tôle d'acier galvanisé 3000x1500x2.5mm,
PCHIN047,"Chapa inoxidable AISI 304 4150x1250x1,20 mm Sat+PVC (Plastico para Laser de Fibra)",AISI 304 stainless steel sheet 4150x1250x1.20 mm Sat + PVC (Plastic for Fiber Laser),Tôle d'acier inoxydable AISI 304 4150x1250x1.20 mm Sat + PVC (plastique pour laser à fibre),
PCHIN048,"Chapa inoxidable AISI 304 4150x1250x2,0 mm Sat+PVC",AISI 304 stainless steel sheet 4150x1250x2.0 mm Sat + PVC,"Tôle d'acier inoxydable AISI 304 4150x1250x2,0 mm Sat + PVC",
PCHIN051,"Chapa inoxidable 304 3000x1500x1,50mm Sat+PVC (Plastico para Laser Fibra NOVACEL Azul)",304 stainless steel sheet 3000x1500x1.50mm Sat + PVC (Plastic for Laser Fiber NOVACEL Blue),Tôle Inox 304 3000x1500x1.50mm Sat + PVC (Plastique pour Laser Fibre NOVACEL Bleu),
